movieId,Titulo,Investimento (em milhoes),Bilheteria (pessoas)
2475,52 Pick-Up (1986),3.443986413,6552719.248
2476,Heartbreak Ridge (1986),10.63141124,5546531.242
2478,åÁThree Amigos! (1986),13.6561625,8011493.912
2479,Gloria (1999),5.544705972,5081809.086
2481,My Name Is Joe (1998),5.85140321,6097069.975
2482,Still Crazy (1998),36.2532833,8701212.374
2483,"Day of the Beast, The (DÌ_a de la Bestia, El) (1995)",3.95422489,5519683.48
2485,She's All That (1999),31.43547869,9112744.474
2486,"24 Hour Woman, The (1998)",17.93598737,7425069.908
2487,"Blood, Guts, Bullets and Octane (1998)",8.497363654,4825178.687
2488,Peeping Tom (1960),6.461938178,6100717.833
2490,Payback (1999),4.342507172,7413989.992
2491,Simply Irresistible (1999),25.67115944,7613726.707
2492,20 Dates (1998),32.46706413,9402618.116
2493,"Harmonists, The (1997)",4.949903056,4333845.916
2494,"Last Days, The (1998)",3.83727924,4462996.278
2495,"Fantastic Planet, The (PlanÌ¬te sauvage, La) (1973)",9.119898396,5585420.144
2496,Blast from the Past (1999),11.30999311,5701787.005
2497,Message in a Bottle (1999),41.40575744,8811393.532
2498,My Favorite Martian (1999),8.13380821,4941733.376
2499,God Said 'Ha!' (1998),12.91844075,7870434.895
2500,Jawbreaker (1999),8.33442846,6751555.839
2501,October Sky (1999),33.88921272,7770508.36
2502,Office Space (1999),4.900143312,5698667.387
2504,200 Cigarettes (1999),4.123676794,7279394.398
2505,8MM (1999),3.818641871,4661345.128
2506,"Other Sister, The (1999)",36.30292879,10136774.16
2507,Breakfast of Champions (1999),7.401255514,6642524.698
2511,"Long Goodbye, The (1973)",10.35175292,7232567.724
2513,Pet Sematary (1989),8.332018818,5734351.065
2514,Pet Sematary II (1992),6.219176007,5489735.203
2515,Children of the Corn II: The Final Sacrifice (1993),6.806143904,6363612.21
2516,Children of the Corn III (1994),12.5255301,6364174.419
2517,Christine (1983),5.088082778,6507898.476
2518,Night Shift (1982),7.564377354,5687774.177
2519,House on Haunted Hill (1959),5.217101546,6512498.972
2520,Airport (1970),23.41035056,6394303.023
2521,Airport 1975 (1974),3.507202886,5716864.135
2522,Airport '77 (1977),10.75718426,6785967.928
2523,Rollercoaster (1977),27.47162332,6708763.814
2524,"Towering Inferno, The (1974)",9.05909903,8011944.689
2525,Alligator (1980),21.89787577,10062754.98
2526,Meteor (1979),9.825324745,6057826.542
2527,Westworld (1973),21.99546555,6398836.387
2528,Logan's Run (1976),4.424652415,4630574.089
2529,Planet of the Apes (1968),15.57363392,6637422.001
2530,Beneath the Planet of the Apes (1970),37.16452459,7607388.276
2531,Battle for the Planet of the Apes (1973),18.70311857,4364714.703
2532,Conquest of the Planet of the Apes (1972),6.534289621,5510110.428
2533,Escape from the Planet of the Apes (1971),15.0142812,6689011.433
2534,Avalanche (1978),46.5794049,7685597.722
2535,Earthquake (1974),24.56689962,7283762.699
2536,"Concorde: Airport '79, The (1979)",37.51881067,10269790.71
2537,Beyond the Poseidon Adventure (1979),14.43467052,6128052.208
2539,Analyze This (1999),20.14610016,6747770.523
2540,"Corruptor, The (1999)",8.79591085,8363726.292
2541,Cruel Intentions (1999),5.122682457,4962572.464
2542,"Lock, Stock & Two Smoking Barrels (1998)",28.66671993,9302738.701
2545,Relax... It's Just Sex (1998),3.604407382,4589218.153
2546,"Deep End of the Ocean, The (1999)",31.26575782,6842723.911
2548,"Rage: Carrie 2, The (1999)",14.4908134,5534534.027
2549,Wing Commander (1999),4.088256466,5701100.492
2550,"Haunting, The (1963)",35.35450083,9610290.395
2551,Dead Ringers (1988),28.77373961,7994702.022
2552,My Boyfriend's Back (1993),8.783812666,7132127.306
2553,Village of the Damned (1960),47.95126199,10069661.79
2554,Children of the Damned (1963),3.715603587,6258645.687
2555,Baby Geniuses (1999),14.91739267,7169668.257
2557,I Stand Alone (Seul contre tous) (1998),4.377883585,5954475.286
2558,Forces of Nature (1999),17.09332239,9418234.635
2559,"King and I, The (1999)",42.94989677,8082486.484
2560,Ravenous (1999),8.49633821,6427926.696
2561,True Crime (1999),31.58431188,6383296.582
2562,Bandits (1997),11.83617434,4576944.476
2563,Dangerous Beauty (1998),4.070629718,2423419.861
2565,"King and I, The (1956)",5.744079998,6323539.526
2566,Doug's 1st Movie (1999),29.40718217,8050806.773
2567,EDtv (1999),6.87263108,5220199.948
2568,"Mod Squad, The (1999)",49.88649503,9668190.301
2569,Among Giants (1998),7.932208547,4921767.071
2570,"Walk on the Moon, A (1999)",19.07020365,4138835.142
2571,"Matrix, The (1999)",4.211073341,6146388.376
2572,10 Things I Hate About You (1999),11.15125283,5986205.227
2573,Tango (1998),36.56402438,9423176.064
2574,"Out-of-Towners, The (1999)",47.08611009,9714500.735
2575,"Dreamlife of Angels, The (Vie rÌ»vÌ©e des anges, La) (1998)",3.48202708,5285461.822
2577,Metroland (1997),6.921959562,4627631.395
2579,Following (1998),11.94307511,5544684.874
2580,Go (1999),7.964158226,5856836.827
2581,Never Been Kissed (1999),6.52067353,5919218.162
2582,Twin Dragons (Shuang long hui) (1992),12.86765383,8856357.185
2583,Cookie's Fortune (1999),4.002619303,6930483.764
2585,"Lovers of the Arctic Circle, The (Los Amantes del CÌ_rculo Polar) (1998)",38.12955165,9379358.937
2586,Goodbye Lover (1999),9.885095554,7345738.57
2587,Life (1999),12.21981868,7278375.462
2589,Friends & Lovers (1999),21.82189514,7102989.421
2590,Hideous Kinky (1998),3.880494929,6801845.309
2594,Open Your Eyes (Abre los ojos) (1997),3.526991455,4805392.833
2596,SLC Punk! (1998),20.89192227,8261251.193
2597,Lost & Found (1999),22.44877026,8649597.655
2598,Pushing Tin (1999),36.77639161,8851948.346
2599,Election (1999),37.25448777,9035717.679
2600,eXistenZ (1999),6.065331243,4576043.435
2605,Entrapment (1999),3.919404046,3562026.423
2606,Idle Hands (1999),14.7361463,9212212.556
2607,Get Real (1998),6.873912902,6512148.298
2609,"King of Masks, The (Bian Lian) (1996)",31.88816253,9377714.997
2610,Three Seasons (1999),20.32563435,6681267.598
2611,"Winslow Boy, The (1999)",13.42580826,6080089.312
2612,Mildred Pierce (1945),40.25968669,6520078.313
2613,Night of the Comet (1984),7.471449276,5436928.189
2615,My Science Project (1985),28.37729883,8446341.585
2616,Dick Tracy (1990),9.44314697,5115902.684
2617,"Mummy, The (1999)",46.12734463,8949085.543
2618,"Castle, The (1997)",41.74545002,10186187.36
2620,This Is My Father (1998),21.27053477,7024083.624
2621,Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),46.27163121,9819320.149
2622,William Shakespeare's A Midsummer Night's Dream (1999),27.58055009,8003712.856
2624,After Life (Wandafuru raifu) (1998),7.871749256,4129345.286
2625,Black Mask (Hak hap) (1996),36.42450137,9203589.709
2626,Edge of Seventeen (1998),12.05094812,5221855.936
2627,Endurance (1999),10.9901967,5031334.613
2628,Star Wars: Episode I - The Phantom Menace (1999),28.28542438,7134670.559
2629,"Love Letter, The (1999)",19.60370994,7313344.55
2630,Besieged (a.k.a. L' Assedio) (1998),10.0756781,6146607.149
2631,Frogs for Snakes (1998),22.77033367,5222629.222
2633,"Mummy, The (1932)",45.89539096,9345920.68
2634,"Mummy, The (1959)",7.779765196,4218578.618
2635,"Mummy's Curse, The (1944)",4.023774774,5067039.544
2636,"Mummy's Ghost, The (1944)",26.26268237,8636696.001
2637,"Mummy's Hand, The (1940)",8.699582318,6232836.541
2638,"Mummy's Tomb, The (1942)",16.9508458,6491859.983
2639,Mommie Dearest (1981),27.99614321,8253190.319
2640,Superman (1978),4.476204844,5498757.946
2641,Superman II (1980),12.46178003,7028060.4
2642,Superman III (1983),4.550788733,5973776.845
2643,Superman IV: The Quest for Peace (1987),4.61497817,6254134.418
2644,Dracula (1931),7.111617848,7336926.66
2647,House of Frankenstein (1944),47.81561417,9713146.475
2648,Frankenstein (1931),31.59116344,6197598.266
2649,Son of Frankenstein (1939),9.642064731,7771763.048
2650,"Ghost of Frankenstein, The (1942)",7.683928201,6293645.014
2651,Frankenstein Meets the Wolf Man (1943),6.520374733,6980705.106
2652,"Curse of Frankenstein, The (1957)",47.347696,8930377.395
2653,Son of Dracula (1943),4.439415305,5405387.636
2654,"Wolf Man, The (1941)",3.663756116,4820219.28
2655,Howling II: Your Sister Is a Werewolf (1985),4.015546411,4280541.595
2656,Tarantula (1955),23.46295765,8268110.233
2657,"Rocky Horror Picture Show, The (1975)",38.62671606,8963014.129
2659,It Came from Hollywood (1982),16.96930007,6116278.125
2660,"Thing from Another World, The (1951)",4.346662582,7293369.229
2661,It Came from Outer Space (1953),19.39057846,7401091.856
2662,"War of the Worlds, The (1953)",4.73651868,5551447.679
2664,Invasion of the Body Snatchers (1956),11.45538874,5169626.331
2668,Swamp Thing (1982),3.735499477,5608998.712
2669,Pork Chop Hill (1959),37.29190144,7446287.067
2670,Run Silent Run Deep (1958),6.830109626,4167444.497
2671,Notting Hill (1999),14.09928094,4838950.923
2672,"Thirteenth Floor, The (1999)",28.62433535,6754915.608
2673,Eternity and a Day (Mia aoniotita kai mia mera) (1998),5.504512223,6290605.416
2674,"Loss of Sexual Innocence, The (1999)",9.805959681,6353601.097
2676,Instinct (1999),4.075128777,6563677.909
2677,Buena Vista Social Club (1999),12.63411176,5596763.669
2678,Desert Blue (1998),30.12952052,9597288.498
2681,Free Enterprise (1998),3.56250297,4845118.235
2682,Limbo (1999),14.54595269,6188874.538
2683,Austin Powers: The Spy Who Shagged Me (1999),22.33014842,6383814.141
2686,"Red Violin, The (Violon rouge, Le) (1998)",11.3056582,4913399.949
2687,Tarzan (1999),7.402416073,5720565.582
2688,"General's Daughter, The (1999)",5.582345934,5624401.211
2689,Get Bruce (1999),20.82823795,5643656.277
2690,"Ideal Husband, An (1999)",36.68196981,6857684.764
2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",9.446532838,7329271.469
2692,Run Lola Run (Lola rennt) (1998),3.955583706,6775979.998
2693,Trekkies (1997),4.413668766,5884325.902
2694,Big Daddy (1999),39.50902204,8743404.372
2696,"Dinner Game, The (DÌ¨ner de cons, Le) (1998)",11.55238383,4280747.811
2697,My Son the Fanatic (1997),23.96183989,5593446.082
2699,Arachnophobia (1990),4.505652849,4893543.422
2700,"South Park: Bigger, Longer and Uncut (1999)",49.32167082,7891102.905
2701,Wild Wild West (1999),47.38986944,11038721.88
2702,Summer of Sam (1999),15.5404618,6190980.532
2704,"Lovers on the Bridge, The (Amants du Pont-Neuf, Les) (1991)",28.55554958,7369544.687
2706,American Pie (1999),12.43284443,5812281.787
2707,Arlington Road (1999),22.35140956,8941475.441
2708,"Autumn Tale, An (Conte d'automne) (1998)",6.876122551,7233858.212
2709,Muppets From Space (1999),13.37154241,8097403.017
2710,"Blair Witch Project, The (1999)",8.821468053,5970581.249
2712,Eyes Wide Shut (1999),4.190250407,7234443.807
2713,Lake Placid (1999),17.22453114,7872895.37
2714,"Wood, The (1999)",16.28504894,7145752.262
2715,"Velocity of Gary, The (1998)",31.43934666,9820196.147
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),37.86594946,8030355.768
2717,Ghostbusters II (1989),27.7764105,8635129.71
2718,Drop Dead Gorgeous (1999),6.360301736,7255762.925
2719,"Haunting, The (1999)",6.078502775,6790912.147
2720,Inspector Gadget (1999),14.13645121,5374982.351
2721,Trick (1999),8.652673855,7429194.623
2722,Deep Blue Sea (1999),44.01273959,8212413.884
2723,Mystery Men (1999),12.48236673,5824849.35
2724,Runaway Bride (1999),15.13200586,6223418.915
2725,Twin Falls Idaho (1999),48.98065312,11496595.32
2726,"Killing, The (1956)",11.76779339,6901013.087
2727,Killer's Kiss (1955),8.936790971,6876002.175
2728,Spartacus (1960),17.93125977,5858184.524
2729,Lolita (1962),5.403300712,5889419.992
2730,Barry Lyndon (1975),7.687927539,3968774.931
2731,"400 Blows, The (Les quatre cents coups) (1959)",16.08931531,6867755.821
2732,Jules and Jim (Jules et Jim) (1961),21.76328409,9064163.369
2733,Vibes (1988),4.687619515,6185546.001
2734,"Mosquito Coast, The (1986)",5.807780923,4626261.041
2735,"Golden Child, The (1986)",25.4548259,6255488.067
2736,Brighton Beach Memoirs (1986),34.50140731,8934678.262
2738,Crimes of the Heart (1986),3.896499796,6120150.073
2739,"Color Purple, The (1985)",48.73110882,8563278.106
2741,No Mercy (1986),11.58479776,5106250.687
2745,"Mission, The (1986)",3.442635585,5438582.214
2746,Little Shop of Horrors (1986),16.00426646,6237678.881
2747,"Little Shop of Horrors, The (1960)",4.309353989,4437979.129
2748,Allan Quatermain and the Lost City of Gold (1987),3.845865431,8145492.074
2749,"Morning After, The (1986)",6.973381088,5422060.638
2750,Radio Days (1987),16.63497982,6896058.69
2751,From the Hip (1987),8.173051208,4225147.641
2752,Outrageous Fortune (1987),18.16074358,7084547.311
2753,"Bedroom Window, The (1987)",9.505389628,5770352.59
2754,Deadtime Stories (1987),26.60107794,6375682.645
2755,Light of Day (1987),29.39017944,10214299.5
2757,Frances (1982),3.556739324,4530613.016
2758,Plenty (1985),17.21777256,6535004.957
2759,Dick (1999),7.893972208,3487535.051
2761,"Iron Giant, The (1999)",26.84392702,5730746.013
2762,"Sixth Sense, The (1999)",42.99694212,10343782.32
2763,"Thomas Crown Affair, The (1999)",7.539745137,4777430.451
2764,"Thomas Crown Affair, The (1968)",27.98629024,6403042.636
2766,"Adventures of Sebastian Cole, The (1998)",12.88364423,5724765.749
2767,Illuminata (1998),4.001725047,5023821.661
2769,"Yards, The (2000)",24.42201405,6753336.672
2770,Bowfinger (1999),5.583353648,6483190.465
2771,Brokedown Palace (1999),3.439645049,5412276.804
2772,Detroit Rock City (1999),29.26381709,8663543.825
2774,Better Than Chocolate (1999),25.88256641,8666235.275
2775,Head On (1998),14.93430705,5462401.604
2776,"Marcello Mastroianni: I Remember Yes, I Remember (Marcello Mastroianni: mi ricordo, sÌÂ, io mi ricordo) (1997)",24.50815203,7168768.706
2779,Heaven Can Wait (1978),11.81307633,7522782.891
2780,"Raven, The (1963)",4.534700174,5531414.836
2781,"Tingler, The (1959)",10.91720181,7779587.713
2782,Pit and the Pendulum (1961),31.51860976,7486606.303
2783,"Tomb of Ligeia, The (1965)",38.99726511,6548249.461
2784,"Masque of the Red Death, The (1964)",8.353671272,7763174.494
2786,Haunted Honeymoon (1986),21.81356381,8116277.763
2787,Cat's Eye (1985),7.463818643,7491540.92
2788,Monty Python's And Now for Something Completely Different (1971),37.25181711,8459722.564
2789,Damien: Omen II (1978),14.2447569,7324196.207
2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",3.511218221,5977417.226
2791,Airplane! (1980),25.4622359,7606646.49
2792,Airplane II: The Sequel (1982),23.2891578,8084516.738
2793,"American Werewolf in Paris, An (1997)",7.969796674,6924787.264
2794,European Vacation (aka National Lampoon's European Vacation) (1985),18.86895813,5755399.947
2795,National Lampoon's Vacation (1983),27.9817714,6459398.534
2796,Funny Farm (1988),7.75564181,4162396.011
2797,Big (1988),42.12198734,10086697.2
2798,Problem Child (1990),26.937027,8094680.685
2799,Problem Child 2 (1991),15.95744108,6714453.918
2800,Little Nemo: Adventures in Slumberland (1992),18.70009845,7093883.495
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),6.461238499,6115273.264
2802,Tequila Sunrise (1988),26.57434938,9589597.493
2803,"Pelican Brief, The (1993)",41.92858379,9323148.538
2804,"Christmas Story, A (1983)",19.4751586,6868496.059
2805,Mickey Blue Eyes (1999),5.865378225,4812769.969
2806,Teaching Mrs. Tingle (1999),28.89621655,7534965.942
2807,Universal Soldier: The Return (1999),3.975819884,5429986.764
2808,Universal Soldier (1992),42.97503858,8755939.552
2809,Love Stinks (1999),27.85870306,7722777.254
2810,Perfect Blue (1997),19.21686367,7013884.477
2812,In Too Deep (1999),18.25042027,7505973.088
2815,Iron Eagle (1986),15.81123968,7492711.121
2816,Iron Eagle II (1988),10.7127308,6729103.578
2817,Aces: Iron Eagle III (1992),5.776773761,5524951.924
2819,Three Days of the Condor (3 Days of the Condor) (1975),13.38815201,6082274.563
2820,Hamlet (1964),5.471604194,6427278.195
2822,Medicine Man (1992),5.478975705,5771056.102
2824,On the Ropes (1999),7.692026491,4316266.807
2826,"13th Warrior, The (1999)",46.7683155,10347917.39
2827,"Astronaut's Wife, The (1999)",36.13282939,7465253.282
2828,Dudley Do-Right (1999),3.908219675,5968874.73
2829,"Muse, The (1999)",42.38786244,9813106.904
2832,"Lost Son, The (1999)",17.33309151,8889885.128
2835,Chill Factor (1999),24.84113918,5867118.127
2836,Outside Providence (1999),38.88009776,10056285.87
2837,Bedrooms & Hallways (1998),21.24763574,7022600.35
2839,West Beirut (West Beyrouth) (1998),14.57576202,8410605.692
2840,Stigmata (1999),7.402756426,7368366.712
2841,Stir of Echoes (1999),3.99686856,6361955.622
2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",8.918381048,5643842.436
2844,"Minus Man, The (1999)",45.25250943,8563766.193
2845,Whiteboyz (1999),13.61595739,6325754.565
2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",26.19827919,8711296.224
2847,Only Angels Have Wings (1939),41.16616752,9793136.44
2848,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",5.549605785,3873467.149
2849,Queens Logic (1991),30.49107802,5963328.518
2850,Public Access (1993),25.15969916,5867550.951
2851,Saturn 3 (1980),26.89797598,8792750.099
2852,"Soldier's Story, A (1984)",24.0547194,7892000.007
2853,"Alice, Sweet Alice (a.k.a. Communion) (a.k.a. Holy Terror) (1976)",34.86490256,7039064.148
2855,Nightmares (1983),9.397468858,8249890.881
2856,I Saw What You Did (1965),3.885878562,3672086.713
2857,Yellow Submarine (1968),26.3103497,8070853.607
2858,American Beauty (1999),7.628396982,4731362.094
2859,Stop Making Sense (1984),4.782315179,4260454.743
2860,Blue Streak (1999),12.34061898,4654488.992
2861,For Love of the Game (1999),16.09498928,7318929.344
2862,Caligula (1979),20.46113402,6355986.528
2863,"Hard Day's Night, A (1964)",5.570245611,4708961.177
2864,Splendor (1999),10.54256794,8013329.068
2866,"Buddy Holly Story, The (1978)",7.578834251,8021004.743
2867,Fright Night (1985),25.23845485,9065160.372
2868,Fright Night Part II (1988),30.03807211,10180036.05
2869,"Separation, The (SÌ©paration, La) (1994)",3.92575066,6332133.756
2870,Barefoot in the Park (1967),5.110492064,5232415.809
2871,Deliverance (1972),25.53137863,8041774.112
2872,Excalibur (1981),11.31403844,5939840.134
2874,"Pajama Game, The (1957)",18.33754759,7013489.821
2875,Sommersby (1993),15.01794513,7346572.3
2876,Thumbelina (1994),29.36370311,7139326.371
2877,Tommy (1975),27.54303269,7107688.146
2878,Hell Night (1981),3.879897844,6832962.017
2879,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),41.53304802,11993429.99
2880,Armour of God (Long xiong hu di) (1987),8.206324809,6016114.356
2881,Double Jeopardy (1999),5.863798654,4486963.118
2882,Jakob the Liar (1999),41.5277705,7517319.105
2883,Mumford (1999),11.42394543,5996236.103
2884,Dog Park (1998),33.99612878,8832583.264
2885,Guinevere (1999),15.2669619,7653154.099
2886,"Adventures of Elmo in Grouchland, The (1999)",31.36824397,7399276.568
2887,Simon Sez (1999),32.82333562,7112619.462
2888,Drive Me Crazy (1999),27.28967883,7905264.882
2889,"Mystery, Alaska (1999)",3.995459644,4862723.374
2890,Three Kings (1999),6.808874712,5626676.054
2891,"Happy, Texas (1999)",6.395812871,5167066.332
2892,New Rose Hotel (1998),16.41752973,6688872.938
2893,Plunkett & MaCleane (1999),7.385213763,4611890.778
2894,Romance (1999),4.81019038,5477764.087
2897,And the Ship Sails On (E la nave va) (1983),5.989387798,5642061.778
2898,"Dark Half, The (1993)",12.13855385,6327538.186
2899,Gulliver's Travels (1939),25.11579197,7430553.453
2900,Monkey Shines (1988),4.999497268,3803180.852
2901,Phantasm (1979),12.11675813,6809625.631
2902,Psycho II (1983),38.04092049,9630572.293
2903,Psycho III (1986),4.519888921,4662069.188
2904,Rain (1932),7.792232205,4838946.634
2905,Sanjuro (Tsubaki SanjÌÈrÌ«) (1962),8.489911038,5216464.237
2906,Random Hearts (1999),3.887833363,6229891.597
2907,Superstar (1999),40.41592682,7300834.121
2908,Boys Don't Cry (1999),14.73904772,5033119.601
2912,"Limey, The (1999)",22.1259069,7704537.132
2913,The Mating Habits of the Earthbound Human (1999),6.610546048,4552514.572
2915,Risky Business (1983),10.58011073,6310582.45
2916,Total Recall (1990),22.47071161,8118835.523
2917,Body Heat (1981),9.988308896,5984299.756
2918,Ferris Bueller's Day Off (1986),13.74260295,5469174.919
2919,"Year of Living Dangerously, The (1982)",7.741607983,5371235.306
2920,Children of Paradise (Les enfants du paradis) (1945),3.511772679,6431588.063
2921,High Plains Drifter (1973),42.28104364,13729990.17
2922,Hang 'Em High (1968),19.3966214,7563747.303
2923,Handle with Care (a.k.a. Citizen's Band) (1977),29.68424411,7106399.631
2924,Drunken Master (Jui kuen) (1978),10.13121759,6888627.672
2925,"Conformist, The (Conformista, Il) (1970)",4.668492964,4829327.067
2926,Hairspray (1988),3.80153433,4428993.532
2927,Brief Encounter (1946),9.212709207,5901845.041
2928,"Razor's Edge, The (1984)",18.93186544,7398152.257
2929,Reds (1981),31.23791752,9145524.395
2930,Return with Honor (1998),35.53786843,9358832.554
2932,Days of Heaven (1978),7.893866848,5531667.167
2935,"Lady Eve, The (1941)",9.719301918,5418261.565
2936,Sullivan's Travels (1941),18.55769989,5301132.587
2937,"Palm Beach Story, The (1942)",8.755784707,3629555.14
2938,Man Facing Southeast (1986),6.264249732,7516279.947
2939,Niagara (1953),12.51838682,5597496.382
2940,Gilda (1946),29.12096385,8630040.932
2941,South Pacific (1958),5.042009069,4898287.739
2942,Flashdance (1983),25.09572386,7937369.459
2943,Indochine (1992),43.52893211,10104741.55
2944,"Dirty Dozen, The (1967)",7.554929569,2894417.928
2945,Mike's Murder (1984),48.96640747,13138109.83
2946,Help! (1965),47.7151614,8090205.98
2947,Goldfinger (1964),21.3159002,10483936.05
2948,From Russia with Love (1963),18.00425117,5689085.805
2949,Dr. No (1962),15.26082553,4502846.181
2950,"Blue Lagoon, The (1980)",6.590647079,5169112.435
2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",6.110556267,5145670.489
2952,Sydney (Hard Eight) (1996),14.66514888,6804267.669
2953,Home Alone 2: Lost in New York (1992),4.406838176,4084343.148
2956,Someone to Watch Over Me (1987),12.154268,5671660.745
2959,Fight Club (1999),23.96449728,8807173.924
2961,"Story of Us, The (1999)",4.520616715,5418746.56
2962,Fever Pitch (1997),13.01448145,5514288.014
2964,Julien Donkey-Boy (1999),28.75283561,6717214.89
2966,"Straight Story, The (1999)",18.76791775,7318044.59
2967,"Bad Seed, The (1956)",16.58199999,9107298.724
2968,Time Bandits (1981),48.95771776,9767646.147
2969,"Man and a Woman, A (Un homme et une femme) (1966)",14.86280002,5341550.574
2970,Fitzcarraldo (1982),3.977807536,4668307.223
2971,All That Jazz (1979),5.266524583,5410302.731
2972,Red Sorghum (Hong gao liang) (1987),41.60675023,8129960.158
2973,Crimes and Misdemeanors (1989),4.831914552,5216799.303
2974,Bats (1999),43.16150568,9677568.837
2975,"Best Man, The (1999)",10.61999201,7246392.636
2976,Bringing Out the Dead (1999),13.21044869,5372100.961
2977,Crazy in Alabama (1999),10.03558921,5688070.301
2978,Three to Tango (1999),8.227795307,4736593.34
2979,Body Shots (1999),4.374087196,4889886.285
2981,"Brother, Can You Spare a Dime? (1975)",22.51908881,7308933.453
2982,"Guardian, The (1990)",10.86607418,6321701.127
2983,"Ipcress File, The (1965)",4.20822327,4978437.139
2984,On Any Sunday (1971),15.34440299,5297429.532
2985,RoboCop (1987),34.9625117,9510703.85
2986,RoboCop 2 (1990),14.65915911,8947207.152
2987,Who Framed Roger Rabbit? (1988),6.797750497,4581886.405
2988,Melvin and Howard (1980),4.860050871,5165268.583
2989,For Your Eyes Only (1981),39.4819251,6801201.9
2990,Licence to Kill (1989),22.24687106,7291181.58
2991,Live and Let Die (1973),5.518496655,6021180.236
2992,Rawhead Rex (1986),3.517010156,5048502.741
2993,Thunderball (1965),9.662576215,6765163.341
2995,House on Haunted Hill (1999),5.01232583,5758191.488
2996,Music of the Heart (1999),45.14362732,8983875.463
2997,Being John Malkovich (1999),6.463442948,4512445.329
2998,Dreaming of Joseph Lees (1999),45.70268276,7268155.254
3000,Princess Mononoke (Mononoke-hime) (1997),11.20257362,4954232.414
3001,"Suburbans, The (1999)",3.698979693,4216320.522
3002,My Best Fiend (Mein liebster Feind) (1999),44.25823422,9578438.865
3003,Train of Life (Train de vie) (1998),30.90782828,6861130.988
3004,"Bachelor, The (1999)",16.52390871,9173232.188
3005,"Bone Collector, The (1999)",28.61784863,9679979.252
3006,"Insider, The (1999)",6.710365303,5207257.862
3007,American Movie (1999),26.12795607,5880068.937
3008,Last Night (1998),14.50901986,6575534.306
3010,Rosetta (1999),11.8265167,5628441.135
3011,"They Shoot Horses, Don't They? (1969)",42.0011416,8483475.286
3013,Bride of Re-Animator (1990),11.15631002,6156635.506
3015,Coma (1978),24.52227835,8087986.784
3016,Creepshow (1982),5.328686287,6628726.428
3017,Creepshow 2 (1987),4.440312918,5109741.564
3018,Re-Animator (1985),39.4054655,8030181.071
3019,Drugstore Cowboy (1989),5.328462952,4839118.722
3020,Falling Down (1993),30.10816507,6731485.418
3021,"Funhouse, The (1981)",12.09976662,6104767.885
3022,"General, The (1926)",26.26044606,7230930.895
3024,Piranha (1978),4.940113442,8391211.328
3025,Rough Night in Jericho (1967),9.590407676,7589388.524
3028,"Taming of the Shrew, The (1967)",11.60805402,6211368.068
3029,Nighthawks (1981),14.25915283,7939450.884
3030,Yojimbo (1961),31.02322599,7600046.553
3031,Repossessed (1990),25.68941075,8197797.155
3032,"Omega Man, The (1971)",6.678529038,7596674.91
3033,Spaceballs (1987),4.248331002,6301614.245
3034,Robin Hood (1973),4.527342224,5563099.471
3035,Mister Roberts (1955),13.45315486,6090929.154
3036,"Quest for Fire (Guerre du feu, La) (1981)",19.79949748,6548281.857
3037,Little Big Man (1970),15.79216414,8235087.864
3038,"Face in the Crowd, A (1957)",18.62826276,7685751.978
3039,Trading Places (1983),8.582491929,5420479.811
3040,Meatballs (1979),26.55172744,8760841.826
3041,Meatballs Part II (1984),10.94254595,5557409.138
3042,Meatballs III (1987),24.34393676,6435070.197
3043,Meatballs 4 (1992),11.38515075,6311752.022
3044,Dead Again (1991),23.84502279,7921903.889
3045,Peter's Friends (1992),10.45187352,5015763.816
3046,"Incredibly True Adventure of Two Girls in Love, The (1995)",20.70997631,9329419.465
3047,Experience Preferred... But Not Essential (1982),31.61692619,6628253.762
3048,Under the Rainbow (1981),10.90993204,6122444.354
3051,Anywhere But Here (1999),34.10064364,8970638.586
3052,Dogma (1999),21.57130975,5764813.454
3053,"Messenger: The Story of Joan of Arc, The (1999)",47.64639617,9012090.745
3054,PokÌ©mon: The First Movie (1998),26.90811299,7411992.298
3055,Felicia's Journey (1999),4.248157133,5208376.191
3057,Where's Marlowe? (1998),11.62380109,7060797.909
3060,"Commitments, The (1991)",42.49903185,7011945.37
3061,Holiday Inn (1942),14.19982592,5307240.244
3062,"Longest Day, The (1962)",8.593597428,6699306.36
3063,Poison Ivy (1992),4.14728044,5979180.012
3064,Poison Ivy: New Seduction (1997),36.71192532,8507160.486
3066,Tora! Tora! Tora! (1970),22.22087866,5260728.749
3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),26.78613424,7870628.049
3068,"Verdict, The (1982)",15.4440338,5007482.013
