movieId,Titulo,Documentary,Sci-Fi,Mystery,Horror,Romance,Thriller,Crime,Fantasy,Comedy,Animation,Children,Drama,Adventure,Duracao,Investimento,Bilheteria
1683,"Wings of the Dove, The (1997)",0,0,0,0,1,0,0,0,0,0,0,1,0,114.726497,5.654511564,5750021.122
1684,Mrs. Dalloway (1997),0,0,0,0,1,0,0,0,0,0,0,1,0,135.9075372,25.1197342,8739680.092
1686,Red Corner (1997),0,0,0,0,0,1,1,0,0,0,0,0,0,113.2005778,32.63895871,8013226.529
1687,"Jackal, The (1997)",0,0,0,0,0,1,0,0,0,0,0,0,0,125.5519506,6.559235541,6248259.192
1688,Anastasia (1997),0,0,0,0,0,0,0,0,0,1,1,1,1,98.24622468,7.849252813,4877440.03
1689,"Man Who Knew Too Little, The (1997)",0,0,0,0,0,1,1,0,1,0,0,0,0,98.83160264,24.29233096,7103066.037
1690,Alien: Resurrection (1997),0,1,0,1,0,0,0,0,0,0,0,0,0,150.4691992,8.133062014,7012748.027
1692,Alien Escape (1995),0,1,0,1,0,0,0,0,0,0,0,0,0,127.1856767,9.38384922,6364204.246
1693,Amistad (1997),0,0,1,0,0,0,0,0,0,0,0,1,0,103.2272931,23.92962214,7711594.023
1694,"Apostle, The (1997)",0,0,0,0,0,0,0,0,0,0,0,1,0,90.07612557,13.18335627,5531039.689
1696,Bent (1997),0,0,0,0,0,0,0,0,0,0,0,1,0,130.5106673,15.12320932,6535758.191
1699,"Butcher Boy, The (1997)",0,0,0,0,0,0,0,0,1,0,0,1,0,128.3024701,6.155399901,6443993.006
1701,Deconstructing Harry (1997),0,0,0,0,0,0,0,0,1,0,0,1,0,97.17702199,4.279570348,4656353.836
1702,Flubber (1997),0,0,0,0,0,0,0,1,1,0,1,0,0,124.7066717,5.638410878,6387533.342
1703,For Richer or Poorer (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,75.21189352,11.15106441,4238115.658
1704,Good Will Hunting (1997),0,0,0,0,1,0,0,0,0,0,0,1,0,114.5825693,12.91586322,6537149.573
1707,Home Alone 3 (1997),0,0,0,0,0,0,0,0,1,0,1,0,0,98.25400648,5.349246578,5036104.077
1711,Midnight in the Garden of Good and Evil (1997),0,0,1,0,0,0,1,0,0,0,0,1,0,94.6229379,6.673289911,4781091.37
1713,Mouse Hunt (1997),0,0,0,0,0,0,0,0,1,0,1,0,0,120.8786382,47.35441383,11091058.21
1715,Office Killer (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,89.43323577,24.73394871,5073802.89
1717,Scream 2 (1997),0,0,1,1,0,1,0,0,1,0,0,0,0,72.45262566,35.18543908,6907216.187
1719,"Sweet Hereafter, The (1997)",0,0,0,0,0,0,0,0,0,0,0,1,0,115.8570366,5.158193933,5584846.334
1721,Titanic (1997),0,0,0,0,1,0,0,0,0,0,0,1,0,101.2004179,3.507396682,5138097.928
1722,Tomorrow Never Dies (1997),0,0,0,0,0,1,0,0,0,0,0,0,1,105.9591177,3.779498828,4443567.08
1726,"Postman, The (1997)",0,1,0,0,0,0,0,0,0,0,0,1,1,110.3640875,21.72513586,7612825.322
1727,"Horse Whisperer, The (1998)",0,0,0,0,1,0,0,0,0,0,0,1,0,118.6491231,26.37426704,9696856.375
1728,"Winter Guest, The (1997)",0,0,0,0,0,0,0,0,0,0,0,1,0,131.2214588,14.7260006,6715551.892
1729,Jackie Brown (1997),0,0,0,0,0,1,1,0,0,0,0,1,0,111.2686486,5.723502572,5926024.814
1730,Kundun (1997),0,0,0,0,0,0,0,0,0,0,0,1,0,134.3084917,12.85892718,7152105.321
1731,Mr. Magoo (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,115.6205247,24.56848291,8124648.742
1732,"Big Lebowski, The (1998)",0,0,0,0,0,0,1,0,1,0,0,0,0,109.301333,28.34536245,7305050.993
1733,Afterglow (1997),0,0,0,0,1,0,0,0,0,0,0,1,0,99.20859803,15.40510618,5863700.652
1734,My Life in Pink (Ma vie en rose) (1997),0,0,0,0,0,0,0,0,1,0,0,1,0,99.10422071,41.31302879,7617822.877
1735,Great Expectations (1998),0,0,0,0,1,0,0,0,0,0,0,1,0,106.354939,10.11734826,5578524.735
1739,3 Ninjas: High Noon On Mega Mountain (1998),0,0,0,0,0,0,0,0,1,0,1,0,0,67.28336355,4.396542559,3734452.243
1744,Firestorm (1998),0,0,0,0,0,1,0,0,0,0,0,0,1,112.9088145,7.156114984,7593515.509
1746,Senseless (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,151.0910005,11.03509154,9252972.884
1747,Wag the Dog (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,121.2240274,18.82455202,7005850.624
1748,Dark City (1998),0,1,0,0,0,1,0,0,0,0,0,0,1,128.4678735,18.90861413,7713900.748
1750,Star Kid (1997),0,1,0,0,0,0,0,1,0,0,1,0,1,93.41159408,5.227345327,3965058.958
1752,Hard Rain (1998),0,0,0,0,0,1,1,0,0,0,0,0,0,121.3600547,33.46043895,9639032.953
1753,Half Baked (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,121.4411953,20.70728698,7335786.658
1754,Fallen (1998),0,0,0,0,0,1,1,1,0,0,0,1,0,131.7601788,3.656201766,5883253.115
1755,Shooting Fish (1997),0,0,0,0,1,0,0,0,1,0,0,0,0,90.33653132,11.55812345,5881989.275
1756,"Prophecy II, The (1998)",0,0,0,1,0,0,0,0,0,0,0,0,0,99.9990485,18.37775101,6286561.931
1757,Fallen Angels (Duo luo tian shi) (1995),0,0,0,0,1,0,0,0,0,0,0,1,0,103.5449298,5.743446331,4653161.038
1759,"Four Days in September (O Que íŠ Isso, Companheiro?) (1997)",0,0,0,0,0,0,0,0,0,0,0,1,0,99.91057469,12.79747764,6072680.63
1760,Spice World (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,123.1080758,3.621909581,6705823.239
1762,Deep Rising (1998),0,1,0,1,0,0,0,0,0,0,0,0,0,112.8500629,5.152926976,5937818.485
1767,Music From Another Room (1998),0,0,0,0,1,0,0,0,0,0,0,1,0,103.0131296,3.487979457,4998188.167
1769,"Replacement Killers, The (1998)",0,0,0,0,0,1,1,0,0,0,0,0,0,118.5366006,22.73203955,7172325.308
1771,Night Flier (1997),0,0,0,1,0,0,0,0,0,0,0,0,0,160.4689698,12.01836482,8682130.662
1772,Blues Brothers 2000 (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,80.91420207,14.96752133,6706088.844
1777,"Wedding Singer, The (1998)",0,0,0,0,1,0,0,0,1,0,0,0,0,110.2909746,20.78032454,6131250.858
1779,Sphere (1998),0,1,0,0,0,1,0,0,0,0,0,0,0,110.322264,4.999771055,5298263.439
1783,Palmetto (1998),0,0,1,0,1,1,1,0,0,0,0,1,0,67.11753332,3.762047341,3186704.172
1784,As Good as It Gets (1997),0,0,0,0,1,0,0,0,1,0,0,1,0,123.5435,9.615631244,5936262.44
1785,King of New York (1990),0,0,0,0,0,1,1,0,0,0,0,0,0,75.08248798,37.18862031,7364760.933
1788,Men with Guns (1997),0,0,0,0,0,0,0,0,0,0,0,1,0,89.93775541,4.127661649,3669524.388
1791,Twilight (1998),0,0,0,0,0,1,1,0,0,0,0,1,0,105.5378283,7.132835952,6242951.776
1792,U.S. Marshals (1998),0,0,0,0,0,1,1,0,0,0,0,0,0,130.2888202,3.537905782,5766388.539
1794,Love and Death on Long Island (1997),0,0,0,0,0,0,0,0,1,0,0,1,0,114.729941,10.56699255,6479792.649
1795,"Callejí_n de los milagros, El (1995)",0,0,0,0,0,0,0,0,0,0,0,1,0,151.4883848,37.95190551,11171520.41
1796,In God's Hands (1998),0,0,0,0,0,0,0,0,0,0,0,1,0,98.55962985,16.00587047,5461186.037
1797,Everest (1998),1,0,0,0,0,0,0,0,0,0,0,0,0,136.5424514,14.3674876,7419734.832
1798,Hush (1998),0,0,0,0,0,1,0,0,0,0,0,0,0,133.5374797,16.1316689,7817871.151
1799,Suicide Kings (1997),0,0,1,0,0,1,1,0,1,0,0,1,0,83.41573552,21.51310151,6411028.385
1801,"Man in the Iron Mask, The (1998)",0,0,0,0,0,0,0,0,0,0,0,1,1,108.234178,43.98141381,9610216.553
1804,"Newton Boys, The (1998)",0,0,0,0,0,0,1,0,0,0,0,1,0,81.05411323,27.21543764,5214273.678
1805,Wild Things (1998),0,0,1,0,0,1,1,0,0,0,0,1,0,107.2769284,10.14548972,5902872.55
1806,Paulie (1998),0,0,0,0,0,0,0,0,1,0,1,0,1,117.2082797,31.25997961,9479906.384
1807,"Cool, Dry Place, A (1998)",0,0,0,0,0,0,0,0,0,0,0,1,0,136.3600858,43.36802642,11749048.09
1809,Fireworks (Hana-bi) (1997),0,0,0,0,0,0,1,0,0,0,0,1,0,106.2020745,11.36126748,6820426.955
1810,Primary Colors (1998),0,0,0,0,0,0,0,0,1,0,0,1,0,158.4873809,26.38489033,9688956.702
1812,Wide Awake (1998),0,0,0,0,0,0,0,0,1,0,1,1,0,64.6131814,12.55138692,2936922.074
1816,Two Girls and a Guy (1997),0,0,0,0,0,0,0,0,1,0,0,1,0,104.755874,41.34081969,9423107.96
1819,Storefront Hitchcock (1997),1,0,0,0,0,0,0,0,0,0,0,0,0,106.2916174,7.100927281,4833655.635
1821,"Object of My Affection, The (1998)",0,0,0,0,1,0,0,0,1,0,0,0,0,84.05949074,11.41538395,4957401.823
1822,Meet the Deedles (1998),0,0,0,0,0,0,0,0,1,0,1,0,0,112.8841164,3.884800154,5468736.007
1824,Homegrown (1998),0,0,0,0,0,1,0,0,1,0,0,0,0,74.95033485,27.90089924,6248613.271
1826,Barney's Great Adventure (1998),0,0,0,0,0,0,0,0,0,0,1,0,1,119.2330617,25.38678856,7148469.146
1827,"Big One, The (1997)",1,0,0,0,0,0,0,0,1,0,0,0,0,103.3853406,24.43699721,5155748.427
1831,Lost in Space (1998),0,1,0,0,0,0,0,0,0,0,0,0,1,122.3569746,3.490680894,5862756.404
1833,Mercury Rising (1998),0,0,0,0,0,1,0,0,0,0,0,1,0,90.6857457,10.24371745,6111497.393
1834,"Spanish Prisoner, The (1997)",0,0,1,0,0,1,1,0,0,0,0,1,0,107.7639958,4.210392693,5585585.685
1835,City of Angels (1998),0,0,0,0,1,0,0,1,0,0,0,1,0,102.3527881,41.02549206,8688366.778
1836,"Last Days of Disco, The (1998)",0,0,0,0,0,0,0,0,1,0,0,1,0,122.433242,8.887811836,7455909.404
1837,"Odd Couple II, The (1998)",0,0,0,0,0,0,0,0,1,0,0,0,0,115.4684267,19.6490557,6415422.504
1839,My Giant (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,126.5562917,11.68651144,6649308.879
1840,He Got Game (1998),0,0,0,0,0,0,0,0,0,0,0,1,0,120.3453511,38.66391521,9473511.973
1841,"Gingerbread Man, The (1998)",0,0,0,0,0,1,0,0,0,0,0,1,0,69.58821372,30.11430279,6237107.934
1844,Live Flesh (Carne trí©mula) (1997),0,0,0,0,1,0,0,0,0,0,0,1,0,109.8156963,4.603282185,5187030.044
1845,Zero Effect (1998),0,0,1,0,0,1,0,0,1,0,0,0,0,84.73383563,4.016216,4021519.188
1846,Nil By Mouth (1997),0,0,0,0,0,0,0,0,0,0,0,1,0,108.3778603,4.327734245,4388694.8
1848,"Borrowers, The (1997)",0,0,0,0,0,0,0,1,1,0,1,0,1,100.9860116,5.208196218,4518905.739
1852,Love Walked In (1998),0,0,0,0,0,1,0,0,0,0,0,1,0,75.12298902,10.05413002,4703779.829
1854,Kissing a Fool (1998),0,0,0,0,1,0,0,0,1,0,0,0,0,110.8551315,7.235084215,5531148.706
1855,Krippendorf's Tribe (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,112.1776317,16.36920639,6709945.205
1856,Kurt & Courtney (1998),1,0,0,0,0,0,0,0,0,0,0,0,0,168.8674694,4.344349072,7266634.391
1858,Mr. Nice Guy (Yat goh ho yan) (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,139.0058251,25.47629667,9656828.009
1859,Taste of Cherry (Ta'm e guilass) (1997),0,0,0,0,0,0,0,0,0,0,0,1,0,111.779406,39.98452279,9654683.796
1860,Character (Karakter) (1997),0,0,0,0,0,0,0,0,0,0,0,1,0,109.88358,3.931898388,6202625.047
1861,Junk Mail (Budbringeren) (1997),0,0,0,0,0,1,0,0,1,0,0,0,0,129.4809824,13.07053916,6910732.642
1862,Species II (1998),0,1,0,1,0,0,0,0,0,0,0,0,0,98.70651157,11.09470213,4632546.686
1863,Major League: Back to the Minors (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,116.3556314,11.17222151,6444870.922
1864,Sour Grapes (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,107.8518825,5.359308697,5565721.761
1865,Wild Man Blues (1997),1,0,0,0,0,0,0,0,0,0,0,0,0,121.9369891,3.706026961,5321711.569
1866,"Big Hit, The (1998)",0,0,0,0,0,0,1,0,1,0,0,0,0,105.1458359,8.969204217,5061252.971
1870,"Dancer, Texas Pop. 81 (1998)",0,0,0,0,0,0,0,0,1,0,0,1,0,127.3979641,4.310515174,5046606.123
1873,"Misí©rables, Les (1998)",0,0,0,0,1,0,1,0,0,0,0,1,0,124.0820457,5.732720556,6034257.965
1874,Still Breathing (1997),0,0,0,0,1,0,0,0,1,0,0,0,0,122.6940912,15.70416399,6937474.584
1875,Clockwatchers (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,114.4682602,4.761593652,6768560.958
1876,Deep Impact (1998),0,1,0,0,0,1,0,0,0,0,0,1,0,108.4655502,5.617642175,5098627.325
1878,Woo (1998),0,0,0,0,1,0,0,0,1,0,0,0,0,107.7509696,13.40991306,4884065.025
1880,Lawn Dogs (1997),0,0,0,0,0,0,0,0,0,0,0,1,0,110.7871274,5.687893498,5558360.278
1881,Quest for Camelot (1998),0,0,0,0,0,0,0,1,0,1,1,0,1,133.6286679,8.665601105,7576323.689
1882,Godzilla (1998),0,1,0,0,0,1,0,0,0,0,0,0,0,132.0123843,46.32083128,13290023.54
1883,Bulworth (1998),0,0,0,0,1,0,0,0,1,0,0,1,0,145.1044139,6.553526405,7655503.154
1884,Fear and Loathing in Las Vegas (1998),0,0,0,0,0,0,0,0,1,0,0,1,1,82.80526001,8.465059602,4710002.382
1885,"Opposite of Sex, The (1998)",0,0,0,0,1,0,0,0,1,0,0,1,0,111.823326,35.83432394,8394949.932
1886,I Got the Hook Up (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,80.50190996,3.559555599,4332557.936
1887,Almost Heroes (1998),0,0,0,0,0,0,0,0,1,0,0,0,1,105.033294,24.51056163,6666271.414
1888,Hope Floats (1998),0,0,0,0,1,0,0,0,1,0,0,1,0,107.5746583,6.631425591,4274703.885
1889,Insomnia (1997),0,0,1,0,0,1,0,0,0,0,0,1,0,106.8211551,46.01837934,10705621.88
1891,"Ugly, The (1997)",0,0,0,1,0,1,0,0,0,0,0,0,0,103.2763332,16.3231874,6266068.504
1892,"Perfect Murder, A (1998)",0,0,0,0,0,1,0,0,0,0,0,0,0,108.2322245,42.02554735,9775407.275
1894,Six Days Seven Nights (1998),0,0,0,0,1,0,0,0,1,0,0,0,1,113.4886844,11.66423153,6610329.783
1895,Can't Hardly Wait (1998),0,0,0,0,1,0,0,0,1,0,0,1,0,133.7196698,12.97891048,8120923.015
1896,Cousin Bette (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,99.39459983,7.117040585,5696621.428
1897,High Art (1998),0,0,0,0,1,0,0,0,0,0,0,1,0,125.902339,8.160646234,6502754.633
1900,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",0,0,0,0,0,0,0,0,1,0,0,1,0,114.9940575,5.933025486,4780656.84
1901,Dear Jesse (1997),1,0,0,0,0,0,0,0,0,0,0,0,0,105.8032179,24.38699523,7650514.89
1902,Dream for an Insomniac (1996),0,0,0,0,1,0,0,0,0,0,0,1,0,131.9576928,21.74049607,7468529.428
1903,Hav Plenty (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,93.41719997,3.775455633,4807507.668
1904,Henry Fool (1997),0,0,0,0,0,0,0,0,1,0,0,1,0,110.543528,13.69250531,6419393.358
1907,Mulan (1998),0,0,0,0,1,0,0,0,1,1,1,1,1,116.6007098,7.34532231,4479186.829
1909,"X-Files: Fight the Future, The (1998)",0,1,1,0,0,1,1,0,0,0,0,0,0,117.3052881,47.71508325,11222395.15
1910,I Went Down (1997),0,0,0,0,0,0,1,0,1,0,0,1,0,104.6519545,16.2292027,7337715.683
1911,Dr. Dolittle (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,106.7054581,4.57969825,6314994.801
1912,Out of Sight (1998),0,0,0,0,1,1,1,0,1,0,0,1,0,83.75948275,15.298415,5223824.876
1913,Picnic at Hanging Rock (1975),0,0,1,0,0,0,0,0,0,0,0,1,0,124.8602068,4.880409142,5972179.095
1914,Smoke Signals (1998),0,0,0,0,0,0,0,0,1,0,0,1,0,122.2737843,9.226739716,6818350.648
1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),0,0,0,0,1,0,0,0,0,0,0,1,0,102.2177296,9.741450674,7101015.051
1917,Armageddon (1998),0,1,0,0,1,1,0,0,0,0,0,0,0,134.4692204,4.472988968,5328138.479
1918,Lethal Weapon 4 (1998),0,0,0,0,0,1,1,0,1,0,0,0,0,78.88756246,8.349001978,3895341.03
1919,Madeline (1998),0,0,0,0,0,0,0,0,1,0,1,0,0,103.4375212,8.433649123,5874489.611
1920,Small Soldiers (1998),0,0,0,0,0,0,0,1,0,1,1,0,0,153.2850713,9.633582842,7361935
1921,Pi (1998),0,1,0,0,0,1,0,0,0,0,0,1,0,102.3298823,11.71797338,5826029.345
1922,Whatever (1998),0,0,0,0,0,0,0,0,0,0,0,1,0,121.2607607,20.39041335,7918147.85
1923,There's Something About Mary (1998),0,0,0,0,1,0,0,0,1,0,0,0,0,138.322958,4.075675249,6648095.091
1924,Plan 9 from Outer Space (1959),0,1,0,1,0,0,0,0,0,0,0,0,0,77.9572474,4.493345191,4231358.579
1925,Wings (1927),0,0,0,0,1,0,0,0,0,0,0,1,0,63.0800197,7.638806915,3325104.883
1926,"Broadway Melody, The (1929)",0,0,0,0,0,0,0,0,0,0,0,0,0,105.0675368,3.586341811,5295282.818
1927,All Quiet on the Western Front (1930),0,0,0,0,0,0,0,0,0,0,0,1,0,91.9905866,3.884796985,4151675.205
1928,Cimarron (1931),0,0,0,0,0,0,0,0,0,0,0,1,0,90.2927793,18.42603294,6814384.421
1929,Grand Hotel (1932),0,0,0,0,1,0,0,0,0,0,0,1,0,132.6128185,43.9214437,10553893.14
1931,Mutiny on the Bounty (1935),0,0,0,0,0,0,0,0,0,0,0,1,1,119.0095811,6.734330186,6269907.875
1932,"Great Ziegfeld, The (1936)",0,0,0,0,0,0,0,0,0,0,0,1,0,128.422228,8.678536563,6782692.407
1933,"Life of Emile Zola, The (1937)",0,0,0,0,0,0,0,0,0,0,0,1,0,68.17670081,16.01795074,4865407.936
1934,You Can't Take It with You (1938),0,0,0,0,1,0,0,0,1,0,0,0,0,108.4009533,3.627242569,4963738.638
1935,How Green Was My Valley (1941),0,0,0,0,1,0,0,0,0,0,0,1,0,139.7960712,44.26911233,11338103.16
1936,Mrs. Miniver (1942),0,0,0,0,0,0,0,0,0,0,0,1,0,148.890485,4.859839458,7503808.589
1937,Going My Way (1944),0,0,0,0,0,0,0,0,1,0,0,1,0,128.0170172,33.77049689,9899993.458
1938,"Lost Weekend, The (1945)",0,0,0,0,0,0,0,0,0,0,0,1,0,103.1692963,5.716221098,6032528.121
1939,"Best Years of Our Lives, The (1946)",0,0,0,0,0,0,0,0,0,0,0,1,0,109.4178636,14.69768509,6825107.69
1940,Gentleman's Agreement (1947),0,0,0,0,0,0,0,0,0,0,0,1,0,87.51600186,6.793123217,4677260.387
1941,Hamlet (1948),0,0,0,0,0,0,0,0,0,0,0,1,0,134.101993,5.328509036,7433617.652
1942,All the King's Men (1949),0,0,0,0,0,0,0,0,0,0,0,1,0,75.34530534,21.74091382,7148669.017
1943,"Greatest Show on Earth, The (1952)",0,0,0,0,0,0,0,0,0,0,0,1,0,105.5362677,24.76096559,7115143.88
1944,From Here to Eternity (1953),0,0,0,0,1,0,0,0,0,0,0,1,0,127.4051692,29.81392393,9733003.709
1945,On the Waterfront (1954),0,0,0,0,0,0,1,0,0,0,0,1,0,154.733759,6.38822695,9097865.439
1946,Marty (1955),0,0,0,0,1,0,0,0,0,0,0,1,0,100.1291418,3.472802683,4456708.269
1947,West Side Story (1961),0,0,0,0,1,0,0,0,0,0,0,1,0,90.6744203,47.34352136,9176030.652
1948,Tom Jones (1963),0,0,0,0,1,0,0,0,1,0,0,0,1,129.8384749,15.97808907,7570677.89
1949,"Man for All Seasons, A (1966)",0,0,0,0,0,0,0,0,0,0,0,1,0,131.3212743,36.26990242,10119972.03
1950,In the Heat of the Night (1967),0,0,1,0,0,0,0,0,0,0,0,1,0,122.8065376,9.067582035,6737947.538
1951,Oliver! (1968),0,0,0,0,0,0,0,0,0,0,0,1,0,98.64371607,3.709004484,5559924.613
1952,Midnight Cowboy (1969),0,0,0,0,0,0,0,0,0,0,0,1,0,100.5962558,3.998017569,5390972.045
1953,"French Connection, The (1971)",0,0,0,0,0,1,1,0,0,0,0,0,0,132.5569188,19.68375131,8950466.882
1954,Rocky (1976),0,0,0,0,0,0,0,0,0,0,0,1,0,120.4105768,5.186906652,6777222.55
1955,Kramer vs. Kramer (1979),0,0,0,0,0,0,0,0,0,0,0,1,0,112.4383427,42.65972826,8756231.307
1956,Ordinary People (1980),0,0,0,0,0,0,0,0,0,0,0,1,0,110.3840214,12.03805407,5531286.332
1957,Chariots of Fire (1981),0,0,0,0,0,0,0,0,0,0,0,1,0,140.5228971,7.199458089,8119937.567
1958,Terms of Endearment (1983),0,0,0,0,0,0,0,0,1,0,0,1,0,61.57124611,6.420801953,4107358.309
1959,Out of Africa (1985),0,0,0,0,1,0,0,0,0,0,0,1,0,106.583491,29.14628689,7435220.238
1960,"Last Emperor, The (1987)",0,0,0,0,0,0,0,0,0,0,0,1,0,96.3154939,47.11151145,9255208.551
1961,Rain Man (1988),0,0,0,0,0,0,0,0,0,0,0,1,0,152.276961,6.299483024,8062056.619
1962,Driving Miss Daisy (1989),0,0,0,0,0,0,0,0,0,0,0,1,0,100.76114,36.16724136,8179417.741
1963,Take the Money and Run (1969),0,0,0,0,0,0,1,0,1,0,0,0,0,125.9827933,28.83650514,8145801.88
1964,Klute (1971),0,0,1,0,0,0,0,0,0,0,0,1,0,119.6901783,33.22290467,9409311.771
1965,Repo Man (1984),0,1,0,0,0,0,0,0,1,0,0,0,0,117.5636535,13.6711773,6393075.482
1966,Metropolitan (1990),0,0,0,0,0,0,0,0,1,0,0,0,0,120.9208155,15.68802516,6830362.937
1967,Labyrinth (1986),0,0,0,0,0,0,0,1,0,0,0,0,1,63.89637885,7.00222175,3465661.199
1968,"Breakfast Club, The (1985)",0,0,0,0,0,0,0,0,1,0,0,1,0,103.2951541,13.78490086,6339453.734
1969,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",0,0,0,1,0,0,0,0,0,0,0,0,0,75.40471932,41.83453256,7776980.489
1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",0,0,0,1,0,1,0,0,0,0,0,0,0,80.1607257,16.72334645,5966347.129
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",0,0,0,1,0,1,0,0,0,0,0,0,0,91.26532756,31.03900019,6624555.867
1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)",0,0,0,1,0,0,0,0,0,0,0,0,0,152.711288,40.53683165,10508227.26
1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",0,0,0,1,0,0,0,0,0,0,0,0,0,120.2423252,15.74755736,5962713.375
1974,Friday the 13th (1980),0,0,1,1,0,1,0,0,0,0,0,0,0,102.5434137,8.723934987,6478352.33
1975,Friday the 13th Part 2 (1981),0,0,0,1,0,0,0,0,0,0,0,0,0,133.256534,12.21279373,8388951.643
1976,Friday the 13th Part 3: 3D (1982),0,0,0,1,0,0,0,0,0,0,0,0,0,101.04055,14.96771293,7152751.294
1977,Friday the 13th Part IV: The Final Chapter (1984),0,0,0,1,0,0,0,0,0,0,0,0,0,76.65555145,5.043989022,3954346.5
1978,Friday the 13th Part V: A New Beginning (1985),0,0,0,1,0,0,0,0,0,0,0,0,0,122.4855871,22.81170931,7300277.718
1979,Friday the 13th Part VI: Jason Lives (1986),0,0,0,1,0,0,0,0,0,0,0,0,0,125.6390272,32.07105443,7761942.791
1980,Friday the 13th Part VII: The New Blood (1988),0,0,0,1,0,0,0,0,0,0,0,0,0,98.36136381,30.24300773,7178174.37
1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),0,0,0,1,0,0,0,0,0,0,0,0,0,83.96562168,25.96695031,6461614.062
1982,Halloween (1978),0,0,0,1,0,0,0,0,0,0,0,0,0,88.00556862,4.567605093,3697230.918
1983,Halloween II (1981),0,0,0,1,0,0,0,0,0,0,0,0,0,83.713491,7.177780959,4872445.4
1984,Halloween III: Season of the Witch (1982),0,0,0,1,0,0,0,0,0,0,0,0,0,130.8440113,4.617145646,7209849.488
1985,Halloween 4: The Return of Michael Myers (1988),0,0,0,1,0,0,0,0,0,0,0,0,0,81.05547904,8.994594405,4033669.975
1986,Halloween 5: The Revenge of Michael Myers (1989),0,0,0,1,0,0,0,0,0,0,0,0,0,132.0019801,38.30441185,9424449.518
1987,Prom Night (1980),0,0,0,1,0,0,0,0,0,0,0,0,0,107.7921737,3.647386582,5093960.934
1988,Prom Night II (1987),0,0,0,1,0,1,0,0,0,0,0,0,0,114.1618032,8.273121599,6056598.553
1989,Prom Night III: The Last Kiss (1989),0,0,0,1,0,0,0,0,0,0,0,0,0,96.79791462,17.55915311,6516291.411
1990,Prom Night IV: Deliver Us From Evil (1992),0,0,0,1,0,0,0,0,0,0,0,0,0,92.48256716,8.001842172,5411438.484
1991,Child's Play (1988),0,0,0,1,0,1,0,0,0,0,0,0,0,65.25526478,7.84066923,4001278.049
1992,Child's Play 2 (1990),0,0,0,1,0,1,0,0,0,0,0,0,0,132.8809112,4.039664048,7194084.935
1993,Child's Play 3 (1991),0,0,0,1,0,1,0,0,1,0,0,0,0,97.42098376,29.71466993,6990169.017
1994,Poltergeist (1982),0,0,0,1,0,1,0,0,0,0,0,0,0,85.06728916,4.36439989,4800857.213
1995,Poltergeist II: The Other Side (1986),0,0,0,1,0,1,0,0,0,0,0,0,0,116.1008162,7.707845973,6253559.422
1996,Poltergeist III (1988),0,0,0,1,0,1,0,0,0,0,0,0,0,70.47818516,19.15885213,5044247.558
1997,"Exorcist, The (1973)",0,0,1,1,0,0,0,0,0,0,0,0,0,110.1649188,42.63067528,9200890.67
1998,Exorcist II: The Heretic (1977),0,0,0,1,0,0,0,0,0,0,0,0,0,118.5134664,7.239361162,7492105.863
1999,"Exorcist III, The (1990)",0,0,0,1,0,0,0,0,0,0,0,0,0,107.1148923,7.48931371,5586729.449
2000,Lethal Weapon (1987),0,0,0,0,0,0,1,0,1,0,0,1,0,74.96491116,5.514438079,4331613.841
2001,Lethal Weapon 2 (1989),0,0,0,0,0,0,1,0,1,0,0,1,0,111.9929993,38.63116111,9788933.701
2002,Lethal Weapon 3 (1992),0,0,0,0,0,0,1,0,1,0,0,1,0,114.2043016,9.092580146,5693630.694
2003,Gremlins (1984),0,0,0,1,0,0,0,0,1,0,0,0,0,106.4719421,4.135753967,5716610.451
2004,Gremlins 2: The New Batch (1990),0,0,0,1,0,0,0,0,1,0,0,0,0,110.6221695,5.030365349,6665147.761
2005,"Goonies, The (1985)",0,0,0,0,0,0,0,1,1,0,1,0,1,115.0600349,4.321811263,5305756.313
